ID,Ref_Code,Strata_Code,Latitude,Longitude,Year1,Year2,Year3,Type1,Type2,Type3
1641,2,6,-8.545538551,-63.69760542,N/A,N/A,N/A,N/A,N/A,N/A
1642,4,3,-11.63259902,-66.88518737,1998,2005,2010,D/ND,D/ND,D/ND
1643,1,1,-7.265439271,-75.54782132,N/A,N/A,N/A,N/A,N/A,N/A
1644,1,1,-4.301807317,-67.29535813,N/A,N/A,N/A,N/A,N/A,N/A
1645,1,1,5.444733853,-53.96399999,N/A,N/A,N/A,N/A,N/A,N/A
1646,1,1,5.622869774,-60.79407076,N/A,N/A,N/A,N/A,N/A,N/A
1647,1,1,-0.642340344,-77.6490706,N/A,N/A,N/A,N/A,N/A,N/A
1648,1,1,-4.296147931,-51.61346822,N/A,N/A,N/A,N/A,N/A,N/A
1649,1,7,-7.373506599,-76.32800815,N/A,N/A,N/A,N/A,N/A,N/A
1650,1,1,-13.95995426,-68.10788431,N/A,N/A,N/A,N/A,N/A,N/A
1651,1,1,-7.968820138,-65.38194658,N/A,N/A,N/A,N/A,N/A,N/A
1652,4,5,-11.13969343,-55.63109349,1999,2017,N/A,D/ND,D/ND,N/A
1653,1,1,-2.481101899,-74.8471354,N/A,N/A,N/A,N/A,N/A,N/A
1654,5,5,-10.89391437,-56.10998537,1999,N/A,2017,D/ND,N/A,Deforestation
1655,1,1,-5.40107573,-57.29657003,N/A,N/A,N/A,N/A,N/A,N/A
1656,1,1,3.358037279,-62.11055181,N/A,N/A,N/A,N/A,N/A,N/A
1657,3,5,-9.761228625,-65.6592565,2002,N/A,N/A,Deforestation,N/A,N/A
1658,1,1,5.750879702,-64.56241354,N/A,N/A,N/A,N/A,N/A,N/A
1659,1,1,-0.746634748,-54.68193356,N/A,N/A,N/A,N/A,N/A,N/A
1660,1,1,-4.619810927,-72.23546337,N/A,N/A,N/A,N/A,N/A,N/A
1661,1,1,6.43728241,-60.43294801,N/A,N/A,N/A,N/A,N/A,N/A
1662,5,5,-4.739197029,-49.27452471,2000,2014,N/A,D/ND,Deforestation,N/A
1663,1,1,-1.897646122,-65.50429712,N/A,N/A,N/A,N/A,N/A,N/A
1664,1,1,-2.861897748,-50.82142363,N/A,N/A,N/A,N/A,N/A,N/A
1665,1,1,-0.767924821,-53.69073248,N/A,N/A,N/A,N/A,N/A,N/A
1666,1,1,6.101761652,-65.21485993,N/A,N/A,N/A,N/A,N/A,N/A
1667,2,2,-5.145864358,-78.76262223,N/A,N/A,N/A,N/A,N/A,N/A
1668,1,1,-10.1805622,-53.17923176,N/A,N/A,N/A,N/A,N/A,N/A
1669,1,1,-12.15487953,-72.50145453,N/A,N/A,N/A,N/A,N/A,N/A
1670,1,1,-0.978130597,-61.64917708,N/A,N/A,N/A,N/A,N/A,N/A
1671,1,1,-3.984342695,-64.94671282,N/A,N/A,N/A,N/A,N/A,N/A
1672,4,3,6.909975913,-63.67146444,2014,N/A,N/A,D/ND,N/A,N/A
1673,4,4,-11.33103458,-55.05814801,2017,N/A,N/A,D/ND,N/A,N/A
1674,1,1,-0.388476445,-77.52348613,N/A,N/A,N/A,N/A,N/A,N/A
1675,2,2,-4.825704791,-47.368659,N/A,N/A,N/A,N/A,N/A,N/A
1676,2,4,-9.77389487,-62.20433592,N/A,N/A,N/A,N/A,N/A,N/A
1677,1,1,1.754005508,-62.2350583,N/A,N/A,N/A,N/A,N/A,N/A
1678,1,1,-12.70060607,-63.8180695,N/A,N/A,N/A,N/A,N/A,N/A
1679,1,1,4.730034213,-65.1167639,N/A,N/A,N/A,N/A,N/A,N/A
1680,1,1,-6.462884396,-60.75876697,N/A,N/A,N/A,N/A,N/A,N/A
1681,2,2,-2.384892332,-49.56450089,N/A,N/A,N/A,N/A,N/A,N/A
1682,1,1,2.661932766,-69.76824045,N/A,N/A,N/A,N/A,N/A,N/A
1683,2,2,-2.58755226,-65.71719784,N/A,N/A,N/A,N/A,N/A,N/A
1684,1,1,-4.333068689,-68.72071499,N/A,N/A,N/A,N/A,N/A,N/A
1685,1,1,-5.763276453,-58.92647328,N/A,N/A,N/A,N/A,N/A,N/A
1686,1,1,-7.205341978,-63.8727769,N/A,N/A,N/A,N/A,N/A,N/A
1687,1,1,-8.611564724,-68.51751608,N/A,N/A,N/A,N/A,N/A,N/A
1688,4,3,3.069678073,-74.15291735,2000,N/A,N/A,D/ND,N/A,N/A
1689,1,1,-5.997197753,-50.80255901,N/A,N/A,N/A,N/A,N/A,N/A
1690,1,1,-8.362821222,-64.15924964,N/A,N/A,N/A,N/A,N/A,N/A
1691,2,2,-13.88153134,-66.51921373,N/A,N/A,N/A,N/A,N/A,N/A
1692,1,1,2.977510925,-69.24542095,N/A,N/A,N/A,N/A,N/A,N/A
1693,1,1,-8.73122032,-68.19654802,N/A,N/A,N/A,N/A,N/A,N/A
1694,2,7,-0.143505867,-61.52197563,N/A,N/A,N/A,N/A,N/A,N/A
1695,2,2,1.683128432,-73.99957493,N/A,N/A,N/A,N/A,N/A,N/A
1696,4,7,-1.244660742,-72.47019316,1999,N/A,N/A,D/ND,N/A,N/A
1697,4,4,-4.265425548,-50.54573067,2011,2015,N/A,D/ND,D/ND,N/A
1698,2,7,-14.10089993,-67.01858719,N/A,N/A,N/A,N/A,N/A,N/A
1699,4,5,3.912387641,-70.79932673,2007,2012,N/A,D/ND,D/ND,N/A
1700,1,1,-8.64659902,-68.62773936,N/A,N/A,N/A,N/A,N/A,N/A
1701,1,1,-0.981364532,-57.47201101,N/A,N/A,N/A,N/A,N/A,N/A
1702,1,1,0.757684026,-72.53864478,N/A,N/A,N/A,N/A,N/A,N/A
1703,2,2,-10.04500642,-62.11917563,N/A,N/A,N/A,N/A,N/A,N/A
1704,1,1,3.28284829,-54.13890197,N/A,N/A,N/A,N/A,N/A,N/A
1705,1,1,-12.18155949,-71.34101085,N/A,N/A,N/A,N/A,N/A,N/A
1706,5,7,-2.811771755,-45.17632055,1996,2008,N/A,D/ND,Deforestation,N/A
1707,2,7,-0.238637455,-48.53530106,N/A,N/A,N/A,N/A,N/A,N/A
1708,1,1,-3.848517424,-69.26374658,N/A,N/A,N/A,N/A,N/A,N/A
1709,1,1,-4.854001722,-72.27561807,N/A,N/A,N/A,N/A,N/A,N/A
1710,1,4,-9.535392162,-56.8152527,N/A,N/A,N/A,N/A,N/A,N/A
1711,1,1,5.99585028,-60.3189518,N/A,N/A,N/A,N/A,N/A,N/A
1712,2,1,0.02438926,-77.34750616,N/A,N/A,N/A,N/A,N/A,N/A
1713,1,1,-10.30210426,-54.83877941,N/A,N/A,N/A,N/A,N/A,N/A
1714,1,1,0.71618186,-70.77426373,N/A,N/A,N/A,N/A,N/A,N/A
1715,1,1,-6.339994865,-53.07951876,N/A,N/A,N/A,N/A,N/A,N/A
1716,1,1,1.164351356,-67.32230759,N/A,N/A,N/A,N/A,N/A,N/A
1717,1,1,6.824546129,-59.12670776,N/A,N/A,N/A,N/A,N/A,N/A
1718,1,1,-1.599046122,-65.11865037,N/A,N/A,N/A,N/A,N/A,N/A
1719,1,1,0.766577348,-63.09285957,N/A,N/A,N/A,N/A,N/A,N/A
1720,3,4,-5.5568436,-51.55067598,2003,N/A,N/A,Deforestation,N/A,N/A
1721,3,5,-12.12280967,-56.98745974,2001,N/A,N/A,Deforestation,N/A,N/A
1722,1,1,0.745826265,-66.10365308,N/A,N/A,N/A,N/A,N/A,N/A
1723,1,1,0.719954784,-73.8319493,N/A,N/A,N/A,N/A,N/A,N/A
1724,2,7,-11.43532899,-61.14791715,N/A,N/A,N/A,N/A,N/A,N/A
1725,1,1,5.093582408,-54.24427436,N/A,N/A,N/A,N/A,N/A,N/A
1726,1,1,3.936103165,-63.14460253,N/A,N/A,N/A,N/A,N/A,N/A
1727,2,2,-14.09200661,-66.87009568,N/A,N/A,N/A,N/A,N/A,N/A
1728,1,1,-6.704351544,-71.68973684,N/A,N/A,N/A,N/A,N/A,N/A
1729,1,1,-0.175845217,-76.25874804,N/A,N/A,N/A,N/A,N/A,N/A
1730,1,1,-8.334793785,-75.46697295,N/A,N/A,N/A,N/A,N/A,N/A
1731,1,1,6.90862844,-59.75759458,N/A,N/A,N/A,N/A,N/A,N/A
1732,1,1,-0.229744134,-66.32113521,N/A,N/A,N/A,N/A,N/A,N/A
1733,2,7,-15.96499398,-65.55307564,N/A,N/A,N/A,N/A,N/A,N/A
1734,1,1,-5.022166343,-70.01617546,N/A,N/A,N/A,N/A,N/A,N/A
1735,1,1,0.486033484,-57.20143844,N/A,N/A,N/A,N/A,N/A,N/A
1736,1,1,-1.337097385,-75.17295435,N/A,N/A,N/A,N/A,N/A,N/A
1737,1,1,-4.685028617,-59.66812238,N/A,N/A,N/A,N/A,N/A,N/A
1738,1,1,5.996389269,-64.91572094,N/A,N/A,N/A,N/A,N/A,N/A
1739,1,1,-5.424521759,-70.36139803,N/A,N/A,N/A,N/A,N/A,N/A
1740,1,1,-10.00592971,-56.37597653,N/A,N/A,N/A,N/A,N/A,N/A
1741,1,1,3.690054608,-68.70777925,N/A,N/A,N/A,N/A,N/A,N/A
1742,1,1,-4.02692284,-71.97782655,N/A,N/A,N/A,N/A,N/A,N/A
1743,1,1,-4.037163634,-60.1351565,N/A,N/A,N/A,N/A,N/A,N/A
1744,1,1,-4.60175479,-53.35305576,N/A,N/A,N/A,N/A,N/A,N/A
1745,2,7,-12.85879939,-52.56155017,N/A,N/A,N/A,N/A,N/A,N/A
1746,2,2,-2.157438902,-47.5082572,N/A,N/A,N/A,N/A,N/A,N/A
1747,1,1,0.582782041,-50.58184294,N/A,N/A,N/A,N/A,N/A,N/A
1748,4,1,-14.48223477,-63.58172275,2005,N/A,N/A,D/ND,N/A,N/A
1749,1,1,2.778623921,-64.86505596,N/A,N/A,N/A,N/A,N/A,N/A
1750,1,1,-10.60312971,-52.59766244,N/A,N/A,N/A,N/A,N/A,N/A
1751,1,1,2.64926652,-66.12036174,N/A,N/A,N/A,N/A,N/A,N/A
1752,1,1,-3.69894793,-57.84094909,N/A,N/A,N/A,N/A,N/A,N/A
1753,1,1,-4.992521939,-58.28211173,N/A,N/A,N/A,N/A,N/A,N/A
1754,1,1,6.020913276,-62.74521155,N/A,N/A,N/A,N/A,N/A,N/A
1755,2,2,3.750960385,-60.81886426,N/A,N/A,N/A,N/A,N/A,N/A
1756,2,3,1.056553521,-74.75820219,N/A,N/A,N/A,N/A,N/A,N/A
1757,1,6,-16.2525447,-67.1428242,N/A,N/A,N/A,N/A,N/A,N/A
1758,2,7,-7.309636383,-60.17369422,N/A,N/A,N/A,N/A,N/A,N/A
1759,1,1,1.429803522,-51.40676587,N/A,N/A,N/A,N/A,N/A,N/A
1760,1,1,-12.53675336,-62.94113412,N/A,N/A,N/A,N/A,N/A,N/A
1761,2,6,-3.000956954,-60.43591245,N/A,N/A,N/A,N/A,N/A,N/A
1762,1,1,6.224920677,-66.1920473,N/A,N/A,N/A,N/A,N/A,N/A
1763,1,1,-15.93454109,-66.00340109,N/A,N/A,N/A,N/A,N/A,N/A
1764,1,1,-17.48817737,-65.01893737,N/A,N/A,N/A,N/A,N/A,N/A
1765,1,1,-15.83590607,-64.07301138,N/A,N/A,N/A,N/A,N/A,N/A
1766,1,1,1.906808938,-53.08490865,N/A,N/A,N/A,N/A,N/A,N/A
1767,1,7,7.285112375,-64.43925452,N/A,N/A,N/A,N/A,N/A,N/A
1768,1,1,3.255898832,-58.00587978,N/A,N/A,N/A,N/A,N/A,N/A
1769,1,1,-5.119184394,-66.08910037,N/A,N/A,N/A,N/A,N/A,N/A
1770,1,6,-17.62642809,-64.21314856,N/A,N/A,N/A,N/A,N/A,N/A
1771,1,1,-0.418390344,-78.052504,N/A,N/A,N/A,N/A,N/A,N/A
1772,1,1,-3.916160565,-65.634463,N/A,N/A,N/A,N/A,N/A,N/A
1773,1,1,-2.876450456,-62.91068123,N/A,N/A,N/A,N/A,N/A,N/A
1774,1,1,-7.676957502,-68.48787167,N/A,N/A,N/A,N/A,N/A,N/A
1775,1,1,3.192567604,-69.68981752,N/A,N/A,N/A,N/A,N/A,N/A
1776,2,2,-10.91170101,-69.01149965,N/A,N/A,N/A,N/A,N/A,N/A
1777,1,1,-5.353644683,-71.05723305,N/A,N/A,N/A,N/A,N/A,N/A
1778,1,1,0.320563809,-58.1390101,N/A,N/A,N/A,N/A,N/A,N/A
1779,1,1,-8.073114543,-59.83682599,N/A,N/A,N/A,N/A,N/A,N/A
1780,1,1,3.260480239,-67.34225019,N/A,N/A,N/A,N/A,N/A,N/A
1781,1,1,2.945171575,-65.75492708,N/A,N/A,N/A,N/A,N/A,N/A
1782,4,3,-8.395160572,-53.28918555,2010,N/A,N/A,D/ND,N/A,N/A
1783,1,1,0.764690886,-57.1240935,N/A,N/A,N/A,N/A,N/A,N/A
1784,1,1,-1.273766157,-72.19126626,N/A,N/A,N/A,N/A,N/A,N/A
1785,1,1,-1.867732223,-59.20027978,N/A,N/A,N/A,N/A,N/A,N/A
1786,6,6,-3.206850817,-49.76716081,N/A,N/A,N/A,N/A,N/A,N/A
1787,3,4,-12.61787123,-61.21475181,1999,N/A,N/A,Deforestation,N/A,N/A
1788,3,4,-5.90125768,-49.1160619,1996,N/A,N/A,Deforestation,N/A,N/A
1789,1,1,-10.97125931,-70.14714983,N/A,N/A,N/A,N/A,N/A,N/A
1790,4,4,-2.221848108,-51.94925847,2015,N/A,N/A,D/ND,N/A,N/A
1791,1,1,-6.429467067,-71.25073016,N/A,N/A,N/A,N/A,N/A,N/A
1792,1,1,0.706210561,-65.88158954,N/A,N/A,N/A,N/A,N/A,N/A
1793,3,4,-11.65281112,-60.5830565,2002,N/A,N/A,Deforestation,N/A,N/A
1794,1,1,-11.24829975,-63.43026679,N/A,N/A,N/A,N/A,N/A,N/A
1795,1,1,-3.648282948,-77.14942764,N/A,N/A,N/A,N/A,N/A,N/A
1796,6,6,-13.10134451,-66.17641661,N/A,N/A,N/A,N/A,N/A,N/A
1797,4,4,-9.490117072,-51.35205847,2007,2015,N/A,D/ND,D/ND,N/A
1798,6,6,-6.207403529,-75.1707984,N/A,N/A,N/A,N/A,N/A,N/A
1800,4,3,-11.93389397,-56.73332635,2002,2011,N/A,D/ND,D/ND,N/A
1801,1,1,-7.947260571,-69.1734659,N/A,N/A,N/A,N/A,N/A,N/A
1802,6,6,-11.08902845,-61.89576462,N/A,N/A,N/A,N/A,N/A,N/A
1803,1,7,5.156105152,-54.89725974,N/A,N/A,N/A,N/A,N/A,N/A
1804,1,1,-6.259685479,-54.86276443,N/A,N/A,N/A,N/A,N/A,N/A
1805,1,1,-11.42131527,-58.18482418,N/A,N/A,N/A,N/A,N/A,N/A
1806,2,3,-3.852290349,-69.43137221,N/A,N/A,N/A,N/A,N/A,N/A
1807,1,1,-3.790306594,-55.91729674,N/A,N/A,N/A,N/A,N/A,N/A
1808,4,5,-8.901810392,-50.21613879,1995,1998,2007,D/ND,D/ND,D/ND
1809,1,1,-5.43341508,-51.84146064,N/A,N/A,N/A,N/A,N/A,N/A
1810,4,3,0.704593593,-70.22638124,2000,2009,2017,D/ND,D/ND,D/ND
1811,3,4,-13.36733567,-53.13692111,1996,N/A,N/A,Deforestation,N/A,N/A
1812,1,1,0.229744134,-64.90089874,N/A,N/A,N/A,N/A,N/A,N/A
1813,1,1,-1.689326808,-56.70233447,N/A,N/A,N/A,N/A,N/A,N/A
1814,4,3,-3.008772297,-49.17373374,2016,N/A,N/A,D/ND,N/A,N/A
1815,1,1,-9.19555949,-73.11778865,N/A,N/A,N/A,N/A,N/A,N/A
1816,1,1,-11.72503567,-55.96284133,N/A,N/A,N/A,N/A,N/A,N/A
1817,2,5,-16.0283252,-64.03231769,N/A,N/A,N/A,N/A,N/A,N/A
1818,2,7,-9.410346675,-54.88621046,N/A,N/A,N/A,N/A,N/A,N/A
1819,1,1,-5.429642156,-66.20040163,N/A,N/A,N/A,N/A,N/A,N/A
1820,1,1,1.498255147,-63.91131462,N/A,N/A,N/A,N/A,N/A,N/A
1821,1,7,-0.213843953,-76.31102999,N/A,N/A,N/A,N/A,N/A,N/A
1822,2,7,-12.79573765,-72.08265994,N/A,N/A,N/A,N/A,N/A,N/A
1823,4,4,-6.023069233,-75.91460345,2003,N/A,N/A,D/ND,N/A,N/A
1824,1,1,-5.439074467,-67.65809784,N/A,N/A,N/A,N/A,N/A,N/A
1825,2,2,-13.32664199,-64.07543683,N/A,N/A,N/A,N/A,N/A,N/A
1826,1,1,-8.154771402,-64.23470813,N/A,N/A,N/A,N/A,N/A,N/A
1827,2,1,-3.564200637,-78.62167656,N/A,N/A,N/A,N/A,N/A,N/A
1828,2,1,5.598076272,-57.2432101,N/A,N/A,N/A,N/A,N/A,N/A
1829,4,3,-12.67203964,-56.76350974,2011,N/A,N/A,D/ND,N/A,N/A
1830,1,1,-4.472936378,-67.61497871,N/A,N/A,N/A,N/A,N/A,N/A
1831,1,1,1.599315616,-69.85393972,N/A,N/A,N/A,N/A,N/A,N/A
1832,1,1,-1.446781681,-66.47205217,N/A,N/A,N/A,N/A,N/A,N/A
1833,4,7,-1.519545219,-55.80949891,2009,N/A,N/A,D/ND,N/A,N/A
1834,1,1,-0.603263629,-61.22041119,N/A,N/A,N/A,N/A,N/A,N/A
1835,2,2,0.259658033,-61.42361011,N/A,N/A,N/A,N/A,N/A,N/A
1836,1,1,0.257771571,-60.46717383,N/A,N/A,N/A,N/A,N/A,N/A
1837,3,4,-9.853934762,-56.38999025,1997,N/A,N/A,Deforestation,N/A,N/A
1838,4,3,-7.094310209,-59.75921155,2005,N/A,N/A,D/ND,N/A,N/A
1839,1,1,5.881315081,-58.73108971,N/A,N/A,N/A,N/A,N/A,N/A
1840,1,1,-4.288332588,-54.74203086,N/A,N/A,N/A,N/A,N/A,N/A
1841,2,5,-16.70691257,-64.05118231,N/A,N/A,N/A,N/A,N/A,N/A
1842,4,3,-14.17420246,-67.61228376,2014,N/A,N/A,D/ND,N/A,N/A
1843,2,2,-6.715131328,-49.63510847,N/A,N/A,N/A,N/A,N/A,N/A
1844,1,1,-2.29542013,-48.99775377,N/A,N/A,N/A,N/A,N/A,N/A
1845,1,3,-3.849595403,-58.58125072,N/A,N/A,N/A,N/A,N/A,N/A
1846,1,1,-15.20555824,-66.7442417,N/A,N/A,N/A,N/A,N/A,N/A
1847,4,1,-2.697506051,-55.46939674,1998,N/A,N/A,D/ND,N/A,N/A
1848,1,1,0.591136373,-54.23861497,N/A,N/A,N/A,N/A,N/A,N/A
1849,4,7,-2.306738902,-47.47591785,1998,N/A,N/A,D/ND,N/A,N/A
1850,1,1,-11.81127393,-52.59362002,N/A,N/A,N/A,N/A,N/A,N/A
1851,2,2,0.386050993,-62.43205885,N/A,N/A,N/A,N/A,N/A,N/A
1852,5,3,1.675582584,-60.38767292,1997,2003,2011,Deforestation,D/ND,Deforestation
1853,1,1,-5.30998656,-70.50369117,N/A,N/A,N/A,N/A,N/A,N/A
1854,2,1,6.155391074,-58.0845722,N/A,N/A,N/A,N/A,N/A,N/A
1855,1,1,-8.096830066,-57.00632436,N/A,N/A,N/A,N/A,N/A,N/A
1856,1,1,-12.6243391,-54.63288555,N/A,N/A,N/A,N/A,N/A,N/A
1857,1,3,-3.20173042,-50.75135504,N/A,N/A,N/A,N/A,N/A,N/A
1858,1,1,3.512727171,-51.89751551,N/A,N/A,N/A,N/A,N/A,N/A
1859,2,7,-2.446067603,-45.13050647,N/A,N/A,N/A,N/A,N/A,N/A
1860,6,1,-17.87166817,-63.867926,N/A,N/A,N/A,N/A,N/A,N/A
1861,1,1,1.704687999,-55.17537815,N/A,N/A,N/A,N/A,N/A,N/A
1862,1,1,-5.350410748,-75.04763937,N/A,N/A,N/A,N/A,N/A,N/A
1863,1,1,-9.841807506,-59.55116173,N/A,N/A,N/A,N/A,N/A,N/A
1864,1,1,0.012531498,-51.66170775,N/A,N/A,N/A,N/A,N/A,N/A
1865,1,1,-1.883901898,-57.18715523,N/A,N/A,N/A,N/A,N/A,N/A
1866,1,1,-3.107407315,-74.77113793,N/A,N/A,N/A,N/A,N/A,N/A
1867,4,3,-2.159594859,-46.59062814,2010,2015,N/A,D/ND,D/ND,N/A
1868,2,2,1.181599009,-75.76718991,N/A,N/A,N/A,N/A,N/A,N/A
1869,4,7,-10.76563494,-52.74265053,1995,N/A,N/A,D/ND,N/A,N/A
1870,1,1,-11.53531148,-64.50204676,N/A,N/A,N/A,N/A,N/A,N/A
1871,1,1,0.644765795,-61.99898105,N/A,N/A,N/A,N/A,N/A,N/A
1872,1,1,-10.05443873,-53.4856471,N/A,N/A,N/A,N/A,N/A,N/A
1873,1,1,-6.887877357,-53.61284854,N/A,N/A,N/A,N/A,N/A,N/A
1874,4,3,-12.77552556,-57.5318388,2011,N/A,N/A,D/ND,N/A,N/A
1875,1,1,5.467371398,-67.07248611,N/A,N/A,N/A,N/A,N/A,N/A
1876,1,1,4.89739035,-54.61132598,N/A,N/A,N/A,N/A,N/A,N/A
1877,1,1,5.367388907,-57.63343826,N/A,N/A,N/A,N/A,N/A,N/A
1878,1,1,-3.783838724,-56.86753465,N/A,N/A,N/A,N/A,N/A,N/A
1879,1,1,-2.937895221,-55.99625866,N/A,N/A,N/A,N/A,N/A,N/A
1880,1,1,-3.112527712,-69.30444026,N/A,N/A,N/A,N/A,N/A,N/A
1881,1,1,-9.14381653,-58.6968639,N/A,N/A,N/A,N/A,N/A,N/A
1882,1,1,-7.561883314,-55.54189079,N/A,N/A,N/A,N/A,N/A,N/A
1883,1,1,-4.794443419,-64.69823881,N/A,N/A,N/A,N/A,N/A,N/A
1884,1,1,-5.335588546,-59.27061787,N/A,N/A,N/A,N/A,N/A,N/A
1885,2,2,-4.017490529,-58.82891624,N/A,N/A,N/A,N/A,N/A,N/A
1886,1,1,-4.036085656,-54.48142959,N/A,N/A,N/A,N/A,N/A,N/A
1887,4,3,-9.262933136,-59.67809368,2013,N/A,N/A,D/ND,N/A,N/A
1888,6,6,-3.594114536,-58.9253953,N/A,N/A,N/A,N/A,N/A,N/A
1889,1,1,-9.39067357,-68.78189026,N/A,N/A,N/A,N/A,N/A,N/A
1890,2,2,-7.429830968,-49.93775089,N/A,N/A,N/A,N/A,N/A,N/A
1891,1,1,7.239837285,-59.39943628,N/A,N/A,N/A,N/A,N/A,N/A
1892,2,2,-9.431097758,-50.39535269,N/A,N/A,N/A,N/A,N/A,N/A
1893,1,7,4.437093599,-67.80308593,N/A,N/A,N/A,N/A,N/A,N/A
1894,4,3,-6.520286743,-55.19073934,2010,N/A,N/A,D/ND,N/A,N/A
1895,1,1,0.664977889,-52.62892381,N/A,N/A,N/A,N/A,N/A,N/A
1896,1,1,-2.786439264,-77.71078486,N/A,N/A,N/A,N/A,N/A,N/A
1897,1,1,3.034643777,-54.96274692,N/A,N/A,N/A,N/A,N/A,N/A
1898,2,7,-3.940415078,-49.78521695,N/A,N/A,N/A,N/A,N/A,N/A
1899,1,1,-7.359492881,-75.40822313,N/A,N/A,N/A,N/A,N/A,N/A
1900,1,1,0.549903701,-63.84097654,N/A,N/A,N/A,N/A,N/A,N/A
1901,3,4,-1.605513992,-55.16917977,2015,N/A,N/A,Deforestation,N/A,N/A
1902,2,1,-14.2167826,-63.48497419,N/A,N/A,N/A,N/A,N/A,N/A
1903,2,2,3.400617424,-73.89096861,N/A,N/A,N/A,N/A,N/A,N/A
1904,2,1,-10.65163873,-53.16414006,N/A,N/A,N/A,N/A,N/A,N/A
1905,3,5,6.971690173,-62.56680614,2005,N/A,N/A,Deforestation,N/A,N/A
1906,2,1,-2.651152982,-52.38988212,N/A,N/A,N/A,N/A,N/A,N/A
1907,3,4,-3.029253885,-58.94372094,2010,N/A,N/A,Deforestation,N/A,N/A
1908,4,3,-2.186005328,-45.99989601,2015,N/A,N/A,D/ND,N/A,N/A
1909,2,1,-3.517847568,-62.34258664,N/A,N/A,N/A,N/A,N/A,N/A
1910,2,2,-9.948527361,-57.22299801,N/A,N/A,N/A,N/A,N/A,N/A
1911,2,1,4.077318327,-69.3427085,N/A,N/A,N/A,N/A,N/A,N/A
1912,4,3,-10.93918946,-53.85701064,2001,N/A,N/A,D/ND,N/A,N/A
1913,2,1,-2.40240948,-60.95549801,N/A,N/A,N/A,N/A,N/A,N/A
1914,2,1,-3.992158038,-51.69593356,N/A,N/A,N/A,N/A,N/A,N/A
1915,2,1,-0.110627527,-52.98411768,N/A,N/A,N/A,N/A,N/A,N/A
1916,2,1,-7.336585841,-71.94090579,N/A,N/A,N/A,N/A,N/A,N/A
1917,2,7,-14.32781437,-66.41357185,N/A,N/A,N/A,N/A,N/A,N/A
1918,4,4,-7.67857447,-50.89041424,2010,2017,N/A,D/ND,D/ND,N/A
1919,2,6,-3.43915515,-69.06728503,N/A,N/A,N/A,N/A,N/A,N/A
1920,2,1,-0.444261824,-76.92224371,N/A,N/A,N/A,N/A,N/A,N/A
1921,3,4,-5.002223744,-50.63493338,2009,N/A,N/A,Deforestation,N/A,N/A
1922,2,6,-2.472208578,-57.5520509,N/A,N/A,N/A,N/A,N/A,N/A
1923,2,1,2.307008397,-61.99359116,N/A,N/A,N/A,N/A,N/A,N/A
1924,2,1,3.215205149,-52.54834493,N/A,N/A,N/A,N/A,N/A,N/A
1925,2,1,-5.549028257,-58.82433483,N/A,N/A,N/A,N/A,N/A,N/A
1926,2,1,3.996739446,-55.65992941,N/A,N/A,N/A,N/A,N/A,N/A
1927,2,1,-6.899196129,-61.70118953,N/A,N/A,N/A,N/A,N/A,N/A
1928,2,6,-6.271004251,-52.69656695,N/A,N/A,N/A,N/A,N/A,N/A
1929,2,1,-2.758142333,-59.37814621,N/A,N/A,N/A,N/A,N/A,N/A
1930,2,1,-13.99525805,-68.93388521,N/A,N/A,N/A,N/A,N/A,N/A
1931,2,1,-9.597106422,-68.46253918,N/A,N/A,N/A,N/A,N/A,N/A
1932,6,6,-3.274224463,-47.49936388,N/A,N/A,N/A,N/A,N/A,N/A
1933,1,4,-14.45932773,-69.0985464,N/A,N/A,N/A,N/A,N/A,N/A
1934,2,7,-3.04596255,-57.64826046,N/A,N/A,N/A,N/A,N/A,N/A
1935,5,4,-6.43081454,-52.04115612,2000,2005,N/A,D/ND,Deforestation,N/A
1936,1,1,-0.699742691,-66.36694929,N/A,N/A,N/A,N/A,N/A,N/A
1937,1,1,-10.63277411,-70.68829496,N/A,N/A,N/A,N/A,N/A,N/A
1938,1,1,-8.041044687,-60.93070451,N/A,N/A,N/A,N/A,N/A,N/A
1939,1,1,-0.579009116,-51.94979746,N/A,N/A,N/A,N/A,N/A,N/A
1940,1,1,-10.54761382,-65.21000903,N/A,N/A,N/A,N/A,N/A,N/A
1941,1,1,-5.194373383,-55.48691389,N/A,N/A,N/A,N/A,N/A,N/A
1942,1,7,-3.690593598,-65.03268159,N/A,N/A,N/A,N/A,N/A,N/A
1943,1,1,-4.973387823,-66.48795235,N/A,N/A,N/A,N/A,N/A,N/A
1944,4,3,-11.78890588,-55.59632869,1999,N/A,N/A,D/ND,N/A,N/A
1945,2,2,-3.675501901,-47.10644077,N/A,N/A,N/A,N/A,N/A,N/A
1946,1,1,-8.933610753,-69.72943323,N/A,N/A,N/A,N/A,N/A,N/A
1947,2,2,-11.15640209,-52.20500883,N/A,N/A,N/A,N/A,N/A,N/A
1948,2,4,8.09413512,-62.24610758,N/A,N/A,N/A,N/A,N/A,N/A
1949,1,7,-3.822645944,-78.70548938,N/A,N/A,N/A,N/A,N/A,N/A
1950,1,1,2.095455147,-58.09616046,N/A,N/A,N/A,N/A,N/A,N/A
1951,2,2,-13.61095877,-72.84991103,N/A,N/A,N/A,N/A,N/A,N/A
1952,2,4,-15.90112376,-63.21170668,N/A,N/A,N/A,N/A,N/A,N/A
